source_name,domain_tag,url,date_collected,status,raw_text
ramogi_fm,Mixed,https://royalmedia.co.ke/brands/ramogi-fm/,2026-07-10,OK,"Ramogi FM - Royal Media Services
Kar Chuny Jaluo.
Ramogi FM, Kenya’s premier Dholuo FM radio station. With its slogan “Kar Chuny Jaluo,” meaning “The desires of the Luo,” Ramogi FM caters to the deep desires of the Luo community. It enjoys the highest reach, affinity, and share of listenership in the Lake Region, transcending urban and rural settings while appealing to individuals of all genders. The station’s programs are specifically tailored to align with Luo identity, addressing their preferences and expectations.
Ramogi FM has successfully blended Luo culture and values with charismatic personalities, offering a diverse mix that captivates its audience. Upholding its mandate for the past 19 years, the station continues to provide exciting programs that transform lives,
educate, inform, and entertain. While its primary target audience is the Luo community, Ramogi FM also appeals to anyone who appreciates and understands Dholuo music, culture, information, and entertainment. The station is a received on the following frequencies Nairobi 107.1FM, Kisumu 107.6 FM, Siaya 98.4 FM, Homabay 97.0FM, Migori 95.4FM and 98.6FM, Mombasa 99.2FM, Nakuru 95.4 FM.
Kogwen
The Current Affairs flagship program. It seeks to inform, entertain and educate at the start of every new week day.
Mon - Fri
5am - 10am
Wang Onyango
A Ramogi Fm Mid-Morning Program that provides the platform for the general public especially the female...
Mon - Fri
10am - 1.15pm
Kogalo Time
Kogalo time is a weekly sports magazine show on soccer giants Gor Mahia.
Sat
1.30- 2.30pm
Mos Gi Tich
The drive show that is packed with news, reviews, music, sports updates and business news...
Mon - Fri
4pm - 7pm
Donse Donse
The title loosely translated from the Lingala language means Dance Dance a Youth centric show.
Mon - Fri
1.15 - 4pm
Ang’ich Welo
This is an easy evening show that welcomes you home after a hard day’s work. It starts immediately...
Mon - Fri
7pm - 10pm
Galamoro Mar Chike
A captivating Luo cultural program that delves into the intricacies of Luo...
Mon
9.30pm - 12am
Apak Mag Dak
A marriage counselling program that tackles challenges bedevilling marriages in the world today.
Sun
10pm - 12am
Hundhwe
This is the Station’s omnibus show that runs late night to dawn largely taking a slice of time...
Mon - Fri
12am - 5am
Kogwen Sabato
A prominent Sabbath show that serves as a source of spiritual nourishment every Saturday morning.
Sat
5am - 9am
Kwe E Ber Budho
""Kwe E Ber Budho"" is a Luo phrase that embodies the concept of peaceful coexistence within families, society...
Sun
10am - 1.30pm
Ohigla Manyien
An evening talk show that addresses a wide range of issues, delving deep into the heart of each topic.
Mon - Fri
10pm - 12am
Ramogi Top Ten
An exhilarating music chart show that takes listeners on a captivating journey through the vibrant world of...
Sat
10pm - 12am
Ramogi Disco
The Friday Night Hype Show, Pure Musical Hits across the genres. Here you get a cocktail of Hits...
Fri
10pm - 1am
Ramogi Kesha
A purely weekly gospel inspirational program revolving around praise and worship songs...
Fri
1am - 5am
ThoTinda
This is a Kids Show packed with fun, educative and informative pieces. This is the show that showcases...
Sat
9.20am - 10am
DuondMine
This is a weekly talk show that runs from 10:00am to 11am every Saturday. Its content is very rich with...
Sat
10am - 11am
Benga Ramogi
A rich nostalgic show Featuring benga music of yesteryears giving a detailed history of bands, songs...
Sat
11am - 1.30pm
DonseDonse Saturday Edition
This is Ramogi FM’s Saturday Sports and Music Youth Show and the...
Sat
2.30pm - 6pm
Injili Maloko Ngima
This is an hour’s show that winds up the Sabbath for our seventh day...
Sat
6pm - 7pm
Ramogi Oimore
This is an easy and slow musical show that unwinds your Saturday evening interlaced with a few shout outs...
Sat
7pm - 10pm
Nguono Mar Nyasaye
This program is also known as the morning glory.
Sun
5am - 10am
Rhumba Radius
A relaxed Sunday afternoon Musical Show that Purely gives a dose of nostalgic and therapeutic Rhumba...
Sun
1.30pm - 4pm
Miya Ngima
This is a health discussion show where a health expert gives information regarding some common ailments...
Sun
4.15 - 5pm
Wapuonjre Dholuo
Wapuonjre Dholuo loosely translated as “Let’s learn dholuo language” is...
Sun
5pm - 6pm
Wende Jokopere
This is a pre recorded catholic mix songs to wind down your Sunday after church.
Sun
6pm - 7pm
Ngolo Nam Oyiech
This is a very entertaining Sunday evening non-stop music show that starts immediately after 7 o’clock...
Sun
7.15 - 10pm
Keto Mwandu Elwet Jothurwa
A well-researched moderated program seeks to empower our...
Sun
8.15- 8.55pm"
ramogi_fm,Mixed,https://royalmedia.co.ke/about-us/,2026-07-10,OK,"About Us - Royal Media Services
Slide 1
Slide 2
Slide 2
7m+
tv viewers per day
10m+
radio listeners per day
52m+
social media reach per month
30m+
digital platforms monthly pageviews
Who we are
Royal Media Services (RMS) is a prominent Kenyan media company that has made a significant impact on the country's media landscape. Founded in 1996 by Dr. S. K. Macharia, RMS has emerged as a leading player in the industry, providing diverse broadcasting platforms and publications to a wide audience.
RMS operates multiple television and stations, allowing it to reach audiences across different regions and linguistic communities in Kenya. Its television stations include Citizen TV, Inooro TV, and others. Citizen TV, in particular, has gained immense popularity and has become one of the most-watched free-to-air TV channels in Kenya.
Ramogi FM serves the Luo-speaking community, Musyi FM broadcasts in the Kamba language, and there are other stations targeting various communities as well. These radio stations play a vital role in disseminating news, information, and entertainment to diverse audiences, contributing to the preservation and promotion of local languages and cultures."
ramogi_fm,Mixed,https://royalmedia.co.ke/our-programming/,2026-07-10,OK,"Our Programming - Royal Media Services
Slide 1
Slide 2
Our Programming
3 TV Stations
RMS is home to 3 TV stations: Citizen TV, Inooro TV, and Ramogi TV. Citizen TV caters to audiences speaking English and Swahili, while Inooro TV targets the Mt. Kenya region with programming in Kikuyu, and Ramogi TV serves the Nyanza region with content in Dholuo
Show more
Show less
13 Radio Stations
RMS' radio network boasts 13 stations, with Radio Citizen broadcasting in Swahili, Hot 96 in English, and the remaining 11 stations in vernacular languages.
Show more
Show less
Citizen Digital
Citizen Digital is the online home to all Royal Media Services Brands. It is the fastest growing digital news outlet in Kenya today. It is home to the Citizen news app, Citizen.Digital website and home the vibrant social media pages of the RMS outlets
Show more
Show less
viusasa
learn more
Skiza
learn more
Royal Media Services offers a diverse range of programming, encompassing entertaining and informative content tailored for the entire family. Our lineup features a wholesome bouquet of shows available in both national and local languages, ensuring that viewers across Kenya can enjoy content in their mother tongue. This commitment to diversity provides an invaluable opportunity for many Kenyans to engage with media that resonates deeply with their cultural identity and community."
ramogi_fm,Mixed,https://royalmedia.co.ke/sustainability/,2026-07-10,OK,"Sustainability - Royal Media Services
Slide 1
Slide 2
Slide 2
Educating the Nation:
RMS has launched crucial sustainability projects across its media outlets to inform and educate the nation about the great need to protect and conserve the environment. Citizen Planet is one of the RMS Group editorial initiative committed to advancing sustainability, with a primary emphasis on tackling climate change, pollution, and biodiversity. Through this program, RMS aims to heighten awareness and provide public education about the current state of the planet. Our goal is to equip the society with the necessary knowledge and resources to safeguard and conserve the planet for the benefit of future generations.
Show more
Show less
Communication Partner:
Royal Media Services looks forward to partnering and collaborating with the business community on sustainability initiatives. As a media house, we are deeply committed to effectively communicating with the public over the long term, aiming to influence behavioural change and create a meaningful impact on society. During our partnership, RMS will strategically allocate substantial resources to editorial efforts, with the goal of raising awareness, inspiring action, and catalyzing positive change in sustainability practices within communities.
Show more
Show less
Talent Development:
Talent development stands as a cornerstone of Royal Media Services, a commitment we’ve upheld for over two decades through our internship program. This initiative has not only cultivated brilliant journalists but also nurtured leaders and role models. RMS is excited to expand this program, offering apprenticeship opportunities to graduates and youth across the country, guiding them towards making informed career choices and empowering them to excel in their chosen paths.
Show more
Show less
Social Impact:
Communities are at the forefront of innovation, crafting solutions to address emerging societal challenges. From developing strategies to mitigate the impacts of climate change to disseminating valuable information aimed at nurturing a generation of young innovators and creators, these initiatives are driving positive change. Additionally, some communities are focused on building resilience and empowering champions of change, ensuring the continuity of impactful sustainability efforts for future generations. Royal Media Services continues to engages with all the champions in the community to amplify their voices and share it with the nation to accelerate change
Show more
Show less"
ramogi_fm,Mixed,https://royalmedia.co.ke/engagements/,2026-07-10,OK,"Engagements - Royal Media Services
Slide 1
Slide 2
Slide 2
Engagements
Interactive Programming:
Royal Media Services offers engaging and interactive programming that invites audience participation. From talk shows and live events to social media campaigns, we encourage our viewers to actively engage and share their thoughts, creating a dynamic and inclusive media experience.
Community Involvement:
We value the voices and perspectives of our audience and actively seek their input. Through surveys, polls, and feedback mechanisms, we foster a sense of community involvement, ensuring that their opinions shape our content and initiatives.
Audience Interaction:
At Royal Media Services, we prioritize audience interaction through various platforms. Whether through social media platforms, live call-ins, or online forums, we encourage our viewers to connect with us, share their stories, and engage in meaningful conversations.
Events and Partnerships:
We organize events and collaborate with partners to create memorable experiences for our audience. Through exclusive premieres, live shows, and partnerships with renowned personalities and brands, we offer unique engagement opportunities that resonate with our viewers"
ramogi_fm,Mixed,https://royalmedia.co.ke/advertising/,2026-07-10,OK,"Advertising - Royal Media Services
Amplify your brand with us
Advertising on Royal Media Services (RMS) brands offers several advantages for businesses and advertisers. Here are some reasons why you might consider advertising on RMS:
Wide reach:
RMS has a large and diverse audience, allowing advertisers to reach a broad base of potential customers.
Market leader:
Associating with RMS enhances brand image and credibility among consumers.
Targeted advertising:
RMS offers channels and platforms that cater to specific demographics and communities, allowing advertisers.
Diverse programming:
RMS offers a variety of programming genres, providing opportunities to align brand messaging with...
Multi-platform presence:
Advertising on RMS digital platforms taps into the growing online audience in addition to...
Flexibility and customization:
RMS provides options to suit different budgets and marketing objectives, allowing advertisers
In a world where brand visibility and engagement are crucial, advertising with Royal Media Services offers a powerful way to connect with your target audience, enhance your brand's reputation, and drive growth. Your brand's success story starts here."
ramogi_fm,Mixed,https://royalmedia.co.ke/careers/,2026-07-10,OK,"Careers - Royal Media Services
Join our multicultural organization and become part of an inspiring environment that fosters growth and expands possibilities.
Job Vacancies"
kbc,Mixed,https://www.kbc.co.ke/,2026-07-10,OK,"KBC DIGITAL - Breaking News, Local News, World News, Sport, Business and more
Friday, 10 Jul 2026
Welcome to the official Kenya Broadcasting Corporation (KBC) News YouTube channel.
Explore Now
NEWS
Local News
County News
Sports
Business
International News
Local Business
Entertainment
Football
Africa
NEWS
Tenders
Careers
Radio Services
Sports
Entertainment
About
Search
Have an existing account?
Sign In
Follow US
© 2022 Foxiz News Network. Ruby Design Company. All Rights Reserved.
Local News
NEWS
Second phase of Nyota Start-Up Capital kicks off Friday
Thousands of young Kenyans are set to benefit from the second phase Nyota Start-Up Capital Programme following its launch today (Friday) by President William Ruto. Nyota Programme is set to…
July 10, 2026
Three firearms, 43 rounds of ammunition voluntarily surrendered in Tana River
County News
July 10, 2026
Tana River: Water harvesting projects transforming lives
County News
July 10, 2026
NYOTA Project: 1,680 Marsabit youth receive business support grants
County News
July 10, 2026
Global housing crisis threatens SDG 11 as 2030 deadline looms, UN report
Environment
International News
July 10, 2026
Local News
NEWS
Second phase of Nyota Start-Up Capital kicks off Friday
July 10, 2026
Local News
NEWS
MPs probe Ksh844M JOOUST hostel project as audit queries contract variations, payments
July 10, 2026
Local News
NEWS
Parties registrar ratifies ODM decision to kick out Sifuna
July 10, 2026
Local News
NEWS
DCI: Homicide not ruled out in KFS manager Esther Keige’s death
July 10, 2026
County
County News
Three firearms, 43 rounds of ammunition voluntarily surrendered in Tana River
July 10, 2026
County News
Tana River: Water harvesting projects transforming lives
July 10, 2026
County News
Culture
National Read Aloud campaign kicks off across Kenya
July 10, 2026
County News
NYOTA Project: 1,680 Marsabit youth receive business support grants
July 10, 2026
International
Environment
International News
Global housing crisis threatens SDG 11 as 2030 deadline looms, UN report
July 10, 2026
Africa
International News
African communities demand land rights amid mining expansion
July 10, 2026
International News
NEWS
Burnham set to be next PM as 322 Labour MPs back him in first nomination tally
July 10, 2026
International News
NEWS
US and Iran trade attacks as Khamenei is buried
July 10, 2026
- Advertisement -
Business News
Mombasa youth eye global cruise ship careers
Bandari
Bandari Maritime Academy
July 10, 2026
Bandari Maritime Academy continues to position Kenyan youth for opportunities in the global maritime industry, with growing numbers enrolling for the mandatory Standards of Training, Certification, and Watchkeeping for seafarers (STCW) basic course as they prepare for careers at sea.…
Sergey Lavrov: Russia stands ready to help strengthen food security across African continent
July 8, 2026
Business
Local Business
Ruto urges funds, partnerships for Africa’s clean cooking goal
July 10, 2026
Business
Local Business
MPs probe Ksh.844M JOOUST hostel project as audit queries contract variations, payments
July 9, 2026
Local Business
Local News
Mbadi says Ruto’s economic policies will secure Kenya’s future
July 9, 2026
Business
Local Business
Rift Valley: The rising coffee power in Kenya
July 9, 2026
Business
Local Business
Ksh8.3B Port of Mombasa infrastructure project hits 50pc completion
July 8, 2026
Technology
UFAA
Technology
Technology
China’s tech giants deepen AI footprint in Africa
Chinese technology companies are steadily expanding their influence in Africa’s artificial intelligence sector, with experts citing their growing support for open-source AI models as a major factor in widening access…
July 6, 2026
Technology
Technology
China’s tech giants deepen AI footprint in Africa
July 6, 2026
Technology
China’s technological progress a global opportunity, not a threat – Li Qiang
July 4, 2026
Technology
China tests latest research and development achievements on its space station
July 3, 2026
More
NEWS
Factorial secures Ksh. 19.4B to scale AI workforce solutions globally
July 2, 2026
- Advertisement -
Entertainment
County News
Culture
National Read Aloud campaign kicks off across Kenya
July 10, 2026
Music
Lizzo addresses poor album sales calls it “soul-crushing”
July 10, 2026
Public Figures
Kate Kamau discusses her vision of Kenya’s future, addresses US backlash
July 9, 2026
Music
“In Love” is about feelings you can’t control,” says Keemlyf of new visuals
July 9, 2026
#
NEWS
Local News
County News
Sports
Business
International News
Local Business
Entertainment
Football
Africa
International Business
Markets
Technology
More
Athletics
OPINIONS
Health
Technology
Features
Celebrity
Opinions
OPINIONS
Why African scholars must tell their own stories
July 9, 2026
OPINIONS
Kenya must move beyond toxic pesticides dependency to protect public health and food security
July 5, 2026
OPINIONS
Retiring in the village
July 3, 2026
OPINIONS
How Africa can learn from planning, development of China’s industrial parks
July 1, 2026
Show More
Sports
Football
Sports
Tusker FC announces end-of-season award winners: Simiyu, Adikiny, Kapaito Among Honourees
July 10, 2026
Football
Sports
Tusker step in as Al Merreikh bow out of Kagame Cup
July 10, 2026
2026 FIFA World Cup
Football
Déjà Vu for the Atlas Lions: France strike twice to end Morocco’s run
July 10, 2026
2026 FIFA World Cup
Football
Rematch of 2022: France face Morocco for World Cup semi-final spot
July 9, 2026
Show More
Welcome to Foxiz"
kbc,Mixed,https://www.kbc.co.ke/category/news/,2026-07-10,OK,"NEWS Archives | KBC Digital
Friday, 10 Jul 2026
Welcome to the official Kenya Broadcasting Corporation (KBC) News YouTube channel.
Explore Now
NEWS
Local News
County News
Sports
Business
International News
Local Business
Entertainment
Football
Africa
NEWS
Tenders
Careers
Radio Services
Sports
Entertainment
About
Search
Have an existing account?
Sign In
Follow US
© 2022 Foxiz News Network. Ruby Design Company. All Rights Reserved.
NEWS
NEWS
Local News
County News
Sports
Business
International News
Local Business
Entertainment
Football
Africa
International Business
Markets
Technology
More
Athletics
OPINIONS
Health
Technology
Features
Celebrity
Three firearms, 43 rounds of ammunition voluntarily surrendered in Tana River
Three illegally owned firearms and 43 rounds of ammunition have been voluntarily surrendered by members of the public in Tana River County. According to the National Police Service (NPS), two…
July 10, 2026
Tana River: Water harvesting projects transforming lives
July 10, 2026
NYOTA Project: 1,680 Marsabit youth receive business support grants
July 10, 2026
Discover the future today, right here !
Information You Can Trust: Stay instantly connected with breaking stories and live updates. From politics and technology to entertainment and beyond, we provide real-time coverage you can rely on, making us your dependable source for 24/7 news.
Explore Now
SDG 11
UN-Habitat Executive Director Anacláudia Rossbach
Global housing crisis threatens SDG 11 as 2030 deadline looms, UN report
July 10, 2026
2032 succession politics
PCS Musalia Mudavadi
Mudavadi: Western Kenya is looking at the ultimate prize come 2032
July 10, 2026
African Ecofeminism Convening
Dr Melania Chiponda
African communities demand land rights amid mining expansion
July 10, 2026
Nakuru County
Nyota Project
Second phase of Nyota Start-Up Capital kicks off Friday
July 10, 2026
Show More
Welcome to Foxiz"
kbc,Mixed,https://www.kbc.co.ke/category/news/local-news/,2026-07-10,OK,"Local News Archives | KBC Digital
Friday, 10 Jul 2026
Welcome to the official Kenya Broadcasting Corporation (KBC) News YouTube channel.
Explore Now
NEWS
Local News
County News
Sports
Business
International News
Local Business
Entertainment
Football
Africa
NEWS
Tenders
Careers
Radio Services
Sports
Entertainment
About
Search
Have an existing account?
Sign In
Follow US
© 2022 Foxiz News Network. Ruby Design Company. All Rights Reserved.
Local News
NEWS
Local News
County News
Sports
Business
International News
Local Business
Entertainment
Football
Africa
International Business
Markets
Technology
More
Athletics
OPINIONS
Health
Technology
Features
Celebrity
Nakuru County
Nyota Project
Second phase of Nyota Start-Up Capital kicks off Friday
Thousands of young Kenyans are set to benefit from the second phase Nyota Start-Up Capital Programme following its launch today (Friday) by President William Ruto. Nyota Programme is set to…
July 10, 2026
MPs probe Ksh844M JOOUST hostel project as audit queries contract variations, payments
July 10, 2026
Parties registrar ratifies ODM decision to kick out Sifuna
July 10, 2026
Discover the future today, right here !
Information You Can Trust: Stay instantly connected with breaking stories and live updates. From politics and technology to entertainment and beyond, we provide real-time coverage you can rely on, making us your dependable source for 24/7 news.
Explore Now
Esther Wairimu Keige
Kenya Forest Service (KFS) Legal Services Manager
DCI: Homicide not ruled out in KFS manager Esther Keige’s death
July 10, 2026
Banditry
Interior and National Administration Cabinet Secretary Kipchumba Murkomen
Government targets bandit financiers in new security operation
July 9, 2026
Kenya - EU EPA
Kenya – EU Economic Partnership Agreement Implementation Strategy launched
July 9, 2026
Ruto will win again, opposition mistaken, says Mudavadi
July 9, 2026
Show More
Welcome to Foxiz"
